ldr_dc,ldr_db,ldr_ec,ldr_eb,az,el
570,15,691,1,60,124
569,11,679,9,61,125
572,7,667,2,61,126
573,9,665,7,61,127
573,10,661,9,61,128
575,12,659,7,61,129
573,11,645,1,61,130
573,11,667,5,61,131
571,13,681,0,61,132
571,11,695,5,62,133
573,16,716,5,63,134
573,10,739,9,64,135
571,9,744,8,65,136
570,12,741,7,66,137
571,13,723,8,67,138
573,20,718,10,68,139
573,20,715,2,69,140
573,17,738,4,70,141
573,19,731,8,71,142
573,21,733,10,72,143
571,22,711,7,73,144
573,26,691,10,74,145
571,24,651,7,74,146
569,23,601,8,74,147
569,25,537,6,74,148
570,36,474,10,73,149
570,41,427,3,72,150
571,41,382,10,71,150
570,37,359,9,70,150
572,39,317,9,69,150
571,38,268,4,68,150
573,40,227,10,67,150
571,43,189,5,66,150
575,45,170,6,65,150
571,42,142,0,64,150
574,45,117,5,63,150
573,53,106,8,62,150
575,45,88,7,61,150
571,43,76,3,60,150
579,51,59,2,59,150
575,53,59,2,58,150
575,53,39,5,57,150
575,43,41,4,56,150
583,45,35,2,55,150
575,39,25,0,54,150
581,38,27,0,53,150
579,35,26,0,52,150
581,43,22,1,51,150
573,41,25,0,50,150
575,47,14,0,49,150
572,43,20,5,48,150
575,47,22,4,47,150
575,51,20,6,46,150
575,43,19,1,45,150
579,47,20,0,44,150
579,43,21,0,43,150
575,43,17,0,42,150
581,51,20,0,41,150
573,46,13,0,40,150
581,51,23,3,39,150
579,55,19,3,38,150
581,51,18,0,37,150
575,55,21,0,36,150
580,57,20,6,35,150
581,58,24,3,34,150
576,55,19,3,33,150
575,69,23,0,32,150
575,75,22,0,31,150
573,77,27,2,30,150
575,81,23,1,29,150
575,85,22,5,28,150
575,89,20,3,27,150
579,93,19,10,26,150
583,97,21,1,25,150
575,91,19,0,24,150
581,101,21,5,23,150
573,114,25,3,22,150
579,141,21,2,21,150
573,166,26,9,20,150
573,229,26,3,19,150
572,338,19,3,18,150
572,492,23,13,17,150
571,691,27,7,16,150
572,895,22,13,15,149
573,1071,23,20,14,148
579,1197,22,19,13,147
571,1272,21,30,12,146
574,1323,19,28,11,145
571,1326,12,35,10,144
575,1344,17,31,9,143
573,1367,10,39,8,142
580,1355,21,49,7,141
575,1363,13,39,6,140
575,1353,10,44,5,139
581,1341,5,45,4,138
583,1336,9,47,3,137
581,1337,13,41,2,136
585,1319,18,53,1,135
582,1321,10,56,0,134
583,1308,11,57,0,133
581,1319,12,57,0,132
581,1309,10,57,0,131
583,1279,7,59,0,130
583,1275,11,60,0,129
585,1257,13,60,0,128
587,1235,16,59,0,127
587,1207,13,71,0,126
586,1193,12,63,0,125
585,1167,9,69,0,124
585,1170,9,71,0,123
585,1145,13,73,0,122
587,1140,15,76,0,121
588,1123,5,75,0,120
587,1107,16,77,0,119
587,1096,20,83,0,118
589,1092,17,89,0,117
587,1077,16,89,0,116
589,1065,17,89,0,115
588,1075,21,87,0,114
589,1051,18,85,0,113
591,1043,14,89,0,112
589,1019,15,87,0,111
589,999,18,91,0,110
593,979,21,86,0,109
591,966,22,95,0,108
591,927,19,99,0,107
589,907,21,101,0,106
595,885,20,100,0,105
590,869,25,105,0,104
596,851,20,105,0,103
595,829,23,109,0,102
595,830,23,111,0,101
595,824,27,115,0,100
595,807,22,112,0,99
595,797,30,107,0,98
597,786,24,119,0,97
595,767,25,117,0,96
597,747,26,119,0,95
593,733,23,112,0,94
595,735,27,124,0,93
599,746,23,115,0,92
599,744,24,120,0,91
598,729,19,111,0,90
599,695,24,122,0,89
600,697,21,110,0,88
603,715,26,121,0,87
600,724,26,109,0,86
600,712,24,115,0,85
599,703,20,119,0,84
600,717,27,111,0,83
600,697,21,112,0,82
602,675,22,121,0,81
602,671,20,117,0,80
601,685,23,121,0,79
601,688,25,120,0,78
602,687,22,125,0,77
598,680,23,125,0,76
603,701,21,123,0,75
600,684,23,135,0,74
604,681,25,135,0,73
603,683,27,125,0,72
603,683,22,151,0,71
603,677,28,155,0,70
603,667,23,163,0,69
605,670,30,163,0,68
611,655,21,169,0,67
607,651,29,183,0,66
611,659,23,183,0,65
607,635,26,185,0,64
613,647,21,189,0,63
613,647,11,187,0,62
613,645,21,185,0,61
613,629,28,187,0,60
613,629,20,210,0,59
615,623,25,197,0,58
615,611,25,200,0,57
615,607,22,203,0,56
615,583,25,215,0,55
615,567,17,217,0,54
617,563,25,231,0,53
617,551,27,233,0,52
619,539,28,239,0,51
617,525,23,252,0,50
618,521,26,262,0,50
619,503,29,270,0,50
619,491,37,280,0,50
621,482,31,291,0,50
622,473,37,297,0,50
621,466,30,309,0,50
623,457,31,317,0,50
626,454,28,327,0,50
629,441,29,343,0,50
627,437,35,363,0,50
627,428,29,381,0,50
627,419,35,399,0,50
628,407,35,427,0,50
627,404,29,439,0,50
630,396,36,444,0,50
629,395,29,456,0,50
633,395,29,453,0,50
631,391,26,447,0,50
632,377,27,461,0,50
631,367,28,473,0,50
633,349,23,499,0,50
633,333,26,523,0,50
633,315,27,552,0,50
635,296,24,599,0,50
637,279,25,622,0,50
637,263,31,661,0,50
647,232,27,699,0,50
645,223,30,741,0,50
647,207,31,781,0,50
650,187,30,811,0,50
647,185,27,855,0,50
649,167,29,879,0,50
652,152,26,905,1,50
652,145,31,926,2,50
653,137,27,949,3,50
651,125,27,969,4,50
655,116,27,995,5,50
653,117,24,1015,6,50
657,111,25,1013,7,50
655,117,24,1035,8,50
659,108,25,1049,9,50
658,115,21,1045,10,50
659,115,22,1050,11,50
657,107,21,1064,12,50
659,108,21,1077,13,50
659,103,21,1081,14,50
660,95,19,1085,15,50
661,95,17,1096,16,50
664,91,17,1101,17,50
663,89,17,1125,18,50
664,79,2,1147,19,50
664,76,18,1151,20,50
665,79,12,1163,21,50
663,87,17,1151,22,50
665,83,23,1135,23,50
664,87,20,1119,24,50
663,88,23,1099,25,50
663,87,27,1069,26,50
663,89,29,1048,27,50
663,89,28,1035,28,50
663,91,35,1035,29,50
662,89,39,1005,30,50
665,91,47,989,31,50
661,87,39,973,32,50
665,88,41,966,33,50
664,87,44,973,34,50
665,89,47,971,35,50
665,77,45,965,36,50
665,88,51,949,37,50
664,87,50,941,38,50
665,91,53,940,39,50
667,92,55,936,40,50
667,89,55,937,41,50
665,83,51,936,42,50
665,85,41,941,43,50
665,84,56,939,44,50
667,81,61,937,45,50
665,79,60,937,46,50
667,78,55,920,47,50
665,84,57,931,48,50
663,77,55,917,49,50
665,85,59,902,50,50
667,91,59,885,51,50
667,95,61,865,52,50
669,101,57,845,53,50
666,105,59,837,54,50
667,105,58,825,55,50
665,101,61,820,56,50
665,108,61,805,56,50
669,107,61,795,56,50
667,106,67,795,56,50
665,103,71,796,56,50
666,99,72,789,56,50
667,94,77,783,56,50
668,91,87,779,57,50
667,87,82,778,58,50
667,93,89,761,58,50
667,83,88,749,58,50
669,83,89,755,58,50
669,79,91,750,58,50
669,79,93,751,58,50
669,77,99,736,58,50
671,76,107,728,58,50
668,72,105,723,58,50
669,71,115,703,58,50
668,68,122,692,58,50
669,69,123,681,58,50
667,69,135,662,58,50
669,67,149,647,58,51
669,69,153,637,58,52
669,60,163,631,58,53
670,62,167,621,58,54
670,58,185,615,58,55
669,59,211,591,58,56
671,57,226,583,58,57
669,57,249,557,58,58
669,54,273,526,58,59
667,51,291,519,58,60
668,53,319,473,58,61
667,47,351,455,58,62
667,44,380,422,58,63
667,45,412,389,58,64
667,41,443,349,58,65
667,39,491,324,59,66
665,41,527,296,60,67
663,39,538,275,61,68
663,37,533,264,61,69
662,36,549,243,61,70
663,33,563,231,61,71
662,27,581,211,62,72
663,37,607,191,62,73
663,33,616,175,62,74
661,26,620,169,63,75
663,26,653,153,64,76
661,27,677,139,65,77
655,28,669,135,66,78
661,25,669,127,67,79
659,23,666,123,68,80
657,25,663,125,69,81
658,25,661,119,69,82
661,23,664,118,69,83
659,26,668,111,69,84
659,20,675,107,70,85
661,27,687,100,70,86
659,29,679,103,70,87
659,24,671,93,70,88
661,26,679,92,70,89
659,29,693,90,70,90
661,37,679,85,70,91
659,35,682,79,70,92
659,42,659,79,70,93
659,45,637,75,70,94
661,43,631,75,70,95
658,47,610,71,70,96
660,53,599,69,70,97
660,54,589,61,70,98
662,59,581,59,70,99
659,58,555,55,69,100
661,59,540,55,68,101
659,68,519,53,67,102
661,69,503,55,66,103
659,67,492,51,65,104
661,68,487,56,64,105
661,69,479,51,63,106
662,63,488,45,62,107
659,61,487,45,61,108
661,61,471,43,60,109
661,63,473,40,59,110
665,59,460,37,58,111
663,58,455,40,57,112
664,61,431,39,56,113
663,69,429,39,55,114
665,59,428,39,54,115
664,60,427,35,53,116
664,57,415,35,52,117
658,61,411,29,51,118
663,60,414,31,50,119
661,58,409,29,49,120
663,60,403,31,48,121
661,59,395,29,47,122
665,60,383,25,46,123
663,57,381,27,45,124
663,84,365,25,44,125
659,58,361,27,43,126
665,69,361,25,42,127
661,57,359,25,41,128
663,69,351,25,40,129
661,61,350,26,39,130
663,63,348,26,38,131
661,67,344,31,37,132
664,62,347,28,36,133
663,77,351,31,35,134
666,71,340,30,34,135
660,78,335,46,33,136
663,83,329,36,32,137
661,83,317,37,31,138
665,85,319,37,30,139
663,85,317,30,29,140
663,91,312,37,28,141
664,93,311,37,27,142
664,95,312,37,26,143
663,99,315,43,25,144
665,99,309,42,24,145
664,105,311,47,23,146
665,109,307,51,22,147
667,105,301,45,21,148
667,103,299,51,20,149
664,103,298,51,19,150
666,101,299,51,18,150
665,93,307,48,17,150
667,91,312,43,16,150
665,95,311,45,15,150
665,87,313,52,14,150
665,87,319,53,13,150
666,79,331,51,12,150
664,87,333,55,11,150
667,87,339,47,10,150
667,83,341,45,9,150
667,77,341,47,8,150
667,83,333,47,7,150
671,77,333,47,6,150
664,77,331,48,5,150
667,75,332,48,4,150
666,79,327,45,3,150
668,73,325,45,2,150
665,73,325,42,1,150
669,72,315,43,0,150
669,69,313,42,0,150
671,71,313,41,0,150
664,69,309,43,0,150
668,71,307,44,0,150
667,71,309,39,0,150
668,71,314,39,0,150
667,69,307,38,0,150
669,73,312,29,0,150
667,72,301,37,0,150
667,75,309,35,0,150
667,77,295,35,0,150
669,75,293,35,0,150
667,75,292,30,0,150
669,76,291,25,0,150
665,73,287,28,0,150
669,73,285,24,0,150
667,76,282,31,0,150
668,77,293,31,0,150
669,87,281,31,0,150
669,88,284,35,0,150
669,95,279,38,0,150
669,101,283,43,0,150
667,107,281,51,0,150
669,116,284,47,0,150
669,121,282,45,0,150
669,134,284,54,0,150
668,137,286,60,0,150
670,123,283,57,0,150
669,159,291,58,0,150
669,149,291,59,0,150
669,143,295,62,0,150
671,141,293,61,0,150
671,143,293,70,0,150
670,141,297,68,0,150
669,145,300,69,0,150
671,141,307,75,0,150
671,149,311,83,0,150
676,151,311,83,0,150
671,154,309,87,0,150
671,151,313,91,0,150
671,145,315,84,0,150
676,135,330,93,0,150
670,137,333,98,0,150
672,133,339,93,0,150
671,105,333,92,0,150
671,117,343,91,0,150
671,111,343,85,0,150
671,107,345,88,0,150
669,100,347,77,0,150
675,103,345,92,0,150
669,103,355,85,0,150
671,103,362,90,0,150
669,109,364,93,0,150
671,109,365,95,0,150
668,111,367,100,0,150
671,109,367,105,0,150
669,104,374,99,0,150
671,103,371,101,0,150
670,103,367,94,0,150
671,103,365,102,0,150
669,99,361,91,0,150
675,99,363,93,0,150
667,105,359,83,0,150
669,111,351,100,0,150
669,122,343,99,0,150
669,127,333,99,0,150
669,117,345,87,0,150
669,109,348,85,0,150
668,119,343,83,0,150
667,127,333,84,0,150
664,127,325,89,0,150
667,123,313,89,0,150
667,141,315,90,0,150
667,139,318,91,0,150
669,143,309,92,0,150
667,147,299,92,0,150
668,153,312,95,0,150
671,155,300,91,0,150
668,152,301,92,0,150
669,149,313,91,0,150
667,145,308,101,0,150
668,139,313,93,0,150
667,143,309,89,0,150
667,137,319,93,0,150
665,139,329,85,0,150
664,141,317,86,0,150
665,141,296,91,0,150
665,139,311,91,0,150
665,147,313,88,0,150
665,142,314,91,0,150
665,139,310,87,0,150
667,140,315,91,0,150
665,131,304,85,0,150
665,135,329,99,0,150
663,132,325,85,0,150
665,133,331,88,0,150
662,127,332,89,0,150
665,127,332,93,0,150
663,125,342,91,0,150
665,123,347,91,0,150
662,127,339,92,0,150
665,127,341,91,0,150
661,134,343,91,0,150
663,131,349,99,0,150
661,133,349,100,0,150
665,133,349,95,0,150
663,133,351,97,0,150
664,134,351,106,0,150
662,133,351,105,0,150
663,133,355,103,0,150
661,139,349,90,0,150
663,141,350,105,0,150
659,139,348,106,0,150
661,140,342,105,0,150
661,139,345,108,0,150
661,151,346,116,0,150
659,141,342,111,0,150
661,137,345,111,0,150
659,139,345,112,0,150
661,135,350,109,0,150
659,139,346,117,0,150
659,149,347,118,0,150
655,147,347,120,0,150
657,143,345,123,0,150
655,151,347,120,0,150
657,152,341,122,0,150
659,155,339,125,0,150
659,155,335,133,0,150
659,158,343,127,0,150
659,163,335,132,0,150
655,154,341,127,0,150
658,149,343,133,0,150
653,149,343,125,0,150
659,147,348,127,0,150
655,147,347,135,0,150
660,147,349,123,0,150
655,141,347,121,0,150
659,139,349,123,0,150
653,136,349,107,0,150
655,138,351,125,0,150
655,147,350,127,0,150
656,139,351,123,0,150
653,143,345,123,0,150
652,149,345,127,0,150
651,143,344,133,0,150
653,146,339,139,0,150
651,151,339,133,0,150
652,155,331,133,0,150
651,147,343,125,0,150
653,147,341,124,0,150
651,147,339,123,0,150
652,142,339,119,0,150
649,148,329,121,0,150
650,153,328,123,0,150
649,152,335,117,0,150
651,153,319,118,0,150
649,149,329,115,0,150
651,147,327,113,0,150
648,148,331,111,0,150
651,145,327,117,0,150
647,141,325,105,0,150
650,148,325,108,0,150
648,148,316,110,0,150
649,150,310,107,0,150
647,147,313,107,0,150
647,147,317,112,0,150
648,153,325,112,0,150
650,151,316,119,0,150
649,149,329,121,0,150
649,153,329,119,0,150
649,153,330,122,0,150
649,165,343,133,0,150
649,155,345,139,0,150
651,153,345,141,0,150
647,159,349,149,0,150
648,171,345,167,0,150
648,168,360,171,0,150
651,167,359,175,0,150
648,164,359,187,0,150
645,171,357,191,0,150
647,171,351,202,0,150
649,172,351,211,0,150
649,180,346,210,0,150
652,171,341,216,0,150
649,174,347,219,0,150
651,168,345,231,0,150
649,173,347,243,0,150
653,167,357,253,0,150
648,168,359,267,0,150
651,167,361,283,0,150
650,167,365,297,0,150
649,155,375,309,0,150
647,149,375,313,0,150
651,151,379,333,0,150
647,143,377,345,0,150
650,149,363,351,0,150
649,139,364,361,0,150
651,139,359,366,0,150
649,137,359,375,0,150
649,137,357,367,0,150
649,125,349,381,0,150
649,127,349,381,0,150
649,121,361,379,0,150
651,116,360,379,0,150
649,118,361,381,0,150
651,111,360,379,0,150
649,105,357,381,0,150
648,101,359,379,0,150
647,95,359,383,0,150
649,97,361,383,0,150
647,108,357,390,0,150
649,89,351,394,0,150
647,88,362,395,0,150
649,91,347,393,0,150
648,78,349,398,0,150
649,78,357,395,0,150
647,75,351,403,0,150
649,73,349,409,0,150
647,75,348,409,0,150
647,72,345,415,0,150
647,72,345,423,0,150
649,62,339,427,0,150
648,67,339,431,0,150
651,69,331,425,0,150
647,68,343,429,0,150
647,63,341,429,0,150
647,59,341,438,0,150
648,61,339,443,0,150
645,57,341,443,0,150
647,56,333,453,0,150
647,57,339,445,0,150
647,57,333,439,0,150
647,57,339,455,0,150
647,72,331,447,0,150
647,53,331,460,0,150
647,47,334,473,1,150
647,43,345,463,2,150
647,43,338,473,3,150
647,43,339,477,4,150
647,41,335,483,5,150
647,46,335,487,6,150
649,47,333,517,7,150
647,47,331,534,8,150
648,52,317,543,9,150
647,53,315,557,10,150
647,52,309,571,11,150
647,51,303,587,12,150
649,42,296,604,13,150
649,51,281,621,14,150
649,55,276,629,15,150
648,55,274,653,16,150
649,61,265,665,17,150
649,60,255,668,18,150
650,54,253,681,19,150
650,57,248,708,20,150
651,57,243,694,21,150
649,57,233,725,22,150
651,57,229,735,23,150
651,59,231,747,24,150
653,57,223,760,25,150
649,61,205,788,26,150
651,69,189,808,27,150
653,71,196,829,28,150
652,71,183,847,29,150
652,75,179,851,30,150
651,67,171,863,31,149
652,77,177,868,32,148
653,87,169,877,33,147
653,84,171,869,34,146
653,85,171,869,35,145
655,87,165,831,36,145
653,87,169,823,37,145
653,92,173,809,38,145
655,95,173,821,39,145
659,101,172,799,40,145
654,98,167,812,41,145
652,105,165,804,42,145
653,107,165,810,43,145
653,108,163,821,44,144
653,103,158,831,45,143
657,107,157,827,46,142
655,115,151,814,47,141
651,107,157,791,48,141
650,105,169,748,49,141
649,105,167,751,50,141
651,107,159,741,51,141
653,100,157,739,52,141
653,103,149,743,53,141
649,101,155,739,54,141
649,101,151,743,55,141
649,103,149,755,56,141
654,101,143,761,57,141
653,103,147,764,58,141
653,115,141,778,59,141
651,99,139,775,60,141
651,101,138,779,61,141
651,99,133,787,62,140
652,109,137,778,63,140
651,99,127,778,64,140
653,92,125,787,65,140
649,91,122,791,66,139
653,87,123,779,67,139
651,92,112,791,68,138
655,91,109,757,69,138
652,86,111,747,70,138
651,85,106,735,71,138
651,84,107,739,72,138
651,90,105,751,73,138
651,89,100,761,74,138
651,85,89,777,75,137
653,86,93,759,76,137
653,85,91,757,77,137
653,80,93,735,77,137
653,87,86,739,77,137
655,83,92,715,77,137
652,84,93,703,77,137
654,85,103,680,77,137
654,85,117,653,77,137
655,85,109,631,77,137
654,87,119,603,77,137
653,84,123,581,77,138
651,83,133,558,77,139
649,87,133,531,77,140
649,83,148,533,77,141
647,79,127,552,77,142
649,73,135,543,77,143
651,75,136,559,77,144
649,75,135,572,77,145
648,77,135,589,77,146
651,75,136,598,77,147
649,73,135,606,77,148
651,71,140,647,77,148
650,74,137,621,77,148
651,60,133,623,77,149
651,73,137,613,77,150
653,73,142,616,77,150
650,73,143,591,77,150
651,73,135,573,77,150
649,75,168,537,77,150
651,74,171,501,77,150
649,75,187,483,77,150
649,79,191,456,77,150
647,75,200,454,77,150
651,78,185,439,76,150
649,79,212,443,76,150
650,89,216,445,76,150
649,89,215,475,76,150
652,99,209,489,76,150
649,93,217,494,76,150
651,93,214,495,76,150
651,102,227,491,76,150
651,93,223,494,76,150
651,93,219,491,76,150
651,99,219,501,76,150
649,115,223,507,76,150
650,99,215,519,76,150
651,93,207,521,76,150
653,91,202,533,76,150
651,89,201,541,76,150
654,91,198,548,76,150
653,75,191,539,76,150
653,86,199,539,76,150
653,67,187,535,76,150
655,85,187,534,76,150
651,83,196,520,76,150
651,85,187,523,76,150
653,79,187,501,76,150
653,82,197,496,76,150
651,76,191,490,76,150
651,85,187,475,76,150
651,84,197,461,76,150
648,81,198,447,76,150
651,75,199,447,76,150
653,83,189,459,76,150
653,79,185,469,76,150
655,83,183,477,76,150
653,89,181,483,76,150
659,92,179,483,76,150
657,87,175,469,76,150
654,91,171,485,76,150
655,89,169,496,76,150
660,89,154,544,76,150
655,87,157,553,76,150
659,95,153,570,76,150
659,95,141,601,76,150
660,101,134,667,76,150
663,101,120,758,77,150
665,101,111,815,78,149
667,99,97,875,79,148
669,104,95,940,80,147
667,116,87,933,81,146
667,117,89,955,82,145
668,121,75,959,83,144
667,124,78,907,84,143
667,127,77,883,85,142
665,127,86,787,85,141
663,121,85,719,85,141
660,120,93,667,85,141
661,123,87,649,85,141
665,123,85,659,85,141
663,123,83,675,85,141
665,117,91,682,85,141
667,119,77,731,85,140
666,111,67,799,85,139
669,115,71,855,86,138
667,121,67,884,87,137
669,123,77,875,88,136
669,125,71,825,89,135
667,133,71,774,89,134
667,135,79,716,89,133
666,137,105,618,89,133
663,134,112,564,88,133
663,125,125,523,87,134
663,123,153,492,86,135
661,125,171,487,85,136
665,124,179,516,85,137
664,125,191,536,85,138
667,122,199,557,85,139
667,121,206,601,85,140
665,127,211,585,85,141
665,119,191,596,85,142
667,119,205,617,85,143
669,119,203,651,85,144
669,117,184,728,86,144
675,121,183,792,87,144
677,119,169,873,88,143
677,123,165,926,89,142
679,123,152,989,90,141
679,136,149,968,91,140
683,141,151,955,92,139
677,147,153,921,93,138
679,156,159,825,94,137
679,158,171,743,94,137
675,163,191,605,94,137
671,160,205,535,94,138
669,169,229,476,93,139
667,171,235,423,92,140
665,169,248,395,91,141
664,169,247,383,90,142
665,169,248,375,89,143
667,167,249,382,88,144
667,169,251,392,87,145
665,171,249,392,86,146
665,167,247,383,85,147
663,173,251,372,84,148
665,173,249,367,83,149
667,171,255,359,82,150
665,173,249,355,81,150
663,163,261,325,80,150
667,158,281,292,79,150
663,155,293,263,78,150
665,150,303,237,77,150
663,139,313,227,76,150
666,136,331,197,75,150
665,125,341,187,74,150
664,143,351,185,73,150
661,123,361,182,72,150
665,115,367,167,71,150
661,108,381,173,70,150
664,108,403,167,69,150
661,103,399,165,68,150
663,107,407,166,67,150
661,105,413,169,66,150
665,101,431,163,65,150
664,83,461,140,64,150
664,73,493,125,63,150
663,61,527,115,63,150
665,55,555,99,63,150
661,48,585,95,63,150
663,43,602,85,63,150
661,41,629,73,63,150
662,33,647,68,63,150
661,39,659,61,63,150
661,35,651,71,63,150
661,43,629,82,63,150
659,56,603,88,63,150
659,61,559,104,63,150
663,75,524,132,63,150
662,77,505,135,63,150
665,87,501,143,62,150
663,85,492,149,61,150
665,90,487,157,60,150
664,91,489,163,59,150
667,81,493,163,59,150
668,83,507,167,59,150
667,73,507,172,59,150
667,73,495,183,59,150
668,75,489,185,59,150
667,75,477,197,59,150
669,75,448,229,59,150
669,76,415,267,59,150
671,77,406,291,59,150
671,77,390,313,59,150
675,83,375,339,59,150
677,88,363,357,59,150
678,97,341,397,59,150
677,115,313,455,59,150
681,133,288,535,59,150
680,156,245,613,59,150
685,186,203,685,59,150
685,215,175,725,59,150
687,245,147,739,59,149
685,275,133,717,58,148
685,303,108,659,57,147
683,331,100,595,56,146
683,367,92,518,55,145
679,395,87,453,54,145
681,415,83,398,53,145
678,447,77,347,52,145
675,473,75,309,51,145
675,493,72,285,50,145
677,517,72,268,49,145
676,543,67,238,48,145
675,569,69,217,47,145
672,590,59,211,46,145
675,607,55,209,45,145
675,631,53,202,44,144
671,661,51,181,43,143
671,681,53,170,42,142
672,685,51,169,41,141
668,696,48,168,40,140
676,703,43,165,39,139
671,718,45,151,38,138
675,715,40,152,37,137
672,739,41,153,36,136
679,723,47,149,35,135
672,733,41,145,34,134
671,713,43,153,33,133
671,697,44,158,32,132
677,699,45,164,31,131
677,699,43,170,30,130
675,680,47,179,29,129
679,665,51,181,28,128
678,664,51,183,27,127
674,649,48,191,26,126
679,635,55,199,25,126
677,629,55,203,24,126
681,618,53,210,23,126
678,617,54,221,22,125
680,615,59,231,21,124
679,602,59,233,20,124
679,595,63,244,19,124
680,600,56,237,18,124
679,595,60,235,17,124
681,594,59,251,16,123
679,595,60,267,15,122
681,597,59,265,14,121
681,587,57,271,13,120
679,574,62,279,12,119
681,571,71,287,11,118
681,552,71,283,10,118
685,551,69,296,9,118
683,549,71,295,8,118
684,543,71,309,7,118
683,543,75,301,6,118
685,533,79,309,5,118
684,531,72,319,4,118
685,531,73,291,3,118
684,529,73,313,2,118
686,522,81,315,1,118
685,527,83,325,0,118
691,507,77,331,0,118
685,525,79,317,0,118
685,509,83,327,0,118
687,521,91,319,0,118
688,509,85,315,0,118
687,507,87,327,0,118
687,501,85,319,0,118
687,501,85,317,0,118
687,494,92,315,0,118
688,495,90,317,0,118
687,491,85,319,0,118
687,489,89,311,0,118
691,487,89,311,0,118
687,488,91,303,0,118
691,484,89,299,0,118
687,481,89,297,0,118
693,483,85,287,0,118
688,476,77,271,0,118
689,494,73,253,0,118
685,489,69,249,0,118
688,495,69,236,0,118
687,487,69,235,0,118
691,488,63,227,0,118
687,483,61,222,0,118
687,483,63,215,0,118
687,473,68,207,0,118
690,473,63,202,0,118
691,471,67,207,0,118
687,461,63,199,0,118
692,455,71,203,0,119
693,453,73,205,0,120
691,447,75,207,0,121
693,445,72,218,0,122
692,453,79,221,0,122
693,457,83,228,0,122
691,453,87,236,0,122
695,456,92,239,0,122
693,445,91,241,0,122
695,445,93,239,0,123
696,439,95,246,0,124
695,447,91,245,0,124
695,453,97,244,0,124
695,453,92,245,0,124
697,453,87,237,0,124
696,455,89,235,0,124
697,457,79,221,0,124
697,455,83,227,0,124
697,461,75,219,0,124
700,460,72,215,0,124
697,476,62,203,0,124
699,490,68,203,0,124
699,489,61,201,0,124
697,507,57,189,0,124
696,507,55,190,0,124
699,521,51,189,0,124
695,521,51,197,0,124
699,537,45,191,0,124
698,539,47,190,0,124
699,547,41,198,0,124
697,551,43,197,0,124
699,549,40,201,0,124
699,551,41,213,0,124
701,563,39,215,0,124
701,559,39,223,0,124
701,555,41,235,0,124
700,556,39,251,0,124
709,555,37,265,0,124
709,547,37,280,0,124
711,533,43,307,0,124
711,507,43,340,0,124
713,491,41,375,0,123
714,470,45,413,0,122
716,453,47,443,0,121
717,428,46,479,0,120
720,407,51,504,0,119
718,393,51,533,0,118
723,371,56,553,0,117
723,351,52,569,0,116
727,344,57,581,0,115
725,332,57,595,0,114
727,316,59,599,0,113
728,301,71,612,0,112
732,291,71,621,0,111
729,276,73,633,0,110
732,269,75,639,0,109
735,252,79,659,0,109
733,239,85,654,0,109
735,233,87,665,0,109
739,216,95,680,0,109
738,205,107,688,0,109
741,189,100,703,0,109
739,197,99,723,0,109
744,171,109,729,0,109
743,163,114,729,0,109
745,157,123,729,0,109
743,153,125,735,0,109
746,135,135,733,0,109
746,151,135,741,0,109
749,139,140,733,0,109
751,125,151,733,0,109
751,121,153,735,0,109
751,119,155,733,0,109
755,111,165,727,0,109
757,111,175,747,0,109
757,105,179,723,0,110
756,104,181,715,0,111
759,99,183,717,0,112
759,101,191,715,0,113
760,93,202,719,0,114
761,87,203,731,0,115
763,84,211,739,1,116
763,91,213,748,2,117
765,77,215,749,3,118
766,76,220,749,4,119
775,73,217,756,5,120
775,86,213,781,6,121
776,87,189,805,7,121
774,90,175,799,8,121
779,91,174,800,9,121
781,105,167,795,9,121
789,94,163,787,9,121
790,111,157,768,9,121
793,91,175,749,9,122
793,119,199,733,9,123
793,93,200,715,9,124
795,89,211,723,9,125
799,91,219,695,9,126
800,93,245,687,9,127
800,85,249,668,9,128
806,105,266,659,9,129
809,87,270,639,9,130
808,91,273,637,9,131
811,103,275,633,9,132
815,138,271,621,9,133
821,115,277,623,9,134
821,108,285,621,9,135
825,103,295,602,9,136
825,95,307,597,9,137
829,89,311,595,9,138
829,85,329,568,9,139
839,83,358,539,9,140
837,75,379,509,9,141
843,85,411,475,9,142
844,85,455,426,9,143
851,87,488,379,9,144
853,79,557,329,9,145
855,69,619,264,9,146
855,59,671,229,9,147
855,55,696,173,9,148
857,61,717,154,9,149
861,45,735,141,9,150
861,47,761,133,9,150
869,45,727,131,9,150
869,51,727,120,9,150
875,43,725,121,9,150
877,41,733,105,9,150
883,39,733,101,9,150
884,35,727,89,8,150
887,31,743,78,8,150
891,29,735,83,7,150
895,33,733,75,6,150
903,31,735,78,5,150
905,37,715,79,4,150
909,29,711,88,3,150
915,37,693,89,2,150
917,39,683,93,1,150
921,40,663,95,0,150
924,59,639,106,0,150
933,46,632,116,0,150
933,53,606,135,0,150
937,56,607,139,0,150
939,57,606,151,0,150
947,69,597,165,0,150
949,75,601,165,0,150
955,75,585,176,0,150
957,73,583,189,0,150
965,73,583,181,0,150
965,73,573,179,0,150
969,57,569,183,0,150
971,73,565,184,0,150
978,75,569,173,0,150
981,61,567,171,0,150
985,71,573,165,0,150
988,63,571,164,0,150
991,63,582,153,0,150
989,56,586,155,0,150
997,61,585,159,0,150
