ldr_dc,ldr_db,ldr_ec,ldr_eb,az,el
749,63,7,1527,30,71
743,63,2,1498,31,70
741,61,12,1421,32,69
734,73,23,1333,33,68
730,75,39,1253,34,67
727,77,35,1215,35,66
726,83,47,1175,36,65
717,93,48,1129,37,64
714,95,55,1097,38,63
711,99,53,1067,39,62
712,106,59,1039,40,61
703,111,60,1011,41,60
703,111,67,996,42,59
699,111,59,985,43,58
697,118,71,971,44,57
693,120,71,951,45,56
691,115,69,936,46,55
685,121,71,923,47,54
684,117,69,907,48,53
677,123,71,879,49,52
679,125,71,869,50,51
675,133,75,851,51,50
676,133,77,831,51,50
669,125,75,825,52,50
671,140,76,819,52,50
667,121,73,818,53,50
667,115,72,823,54,50
663,111,71,819,55,50
661,107,75,815,56,50
659,119,75,809,57,50
658,117,74,803,58,50
653,124,75,793,58,50
651,120,75,792,58,50
649,123,87,776,58,50
646,124,89,762,58,50
639,115,93,747,58,50
637,107,101,734,58,50
637,99,101,725,58,50
631,88,110,709,58,50
627,85,109,695,58,50
623,79,111,683,58,50
619,76,115,677,58,50
619,77,115,664,58,50
615,72,119,655,58,50
614,71,118,655,58,50
611,72,121,651,58,50
610,69,120,655,58,50
607,69,124,645,58,50
605,75,137,633,58,50
603,77,155,619,58,50
603,72,165,607,58,50
600,75,175,597,58,51
599,73,191,573,58,52
595,69,213,543,58,53
591,60,245,495,58,54
588,55,297,425,58,55
587,52,363,340,58,56
583,47,429,277,58,57
575,41,491,221,58,58
571,43,553,173,59,59
569,40,595,143,60,60
559,37,640,124,61,61
561,37,665,109,62,62
559,29,709,93,63,63
557,27,731,85,64,64
555,30,755,79,65,65
553,26,804,62,66,66
552,25,867,48,67,67
551,19,914,37,68,68
549,19,941,37,69,69
549,25,989,30,70,70
547,20,1041,23,71,71
543,5,1095,26,72,72
542,12,1101,23,73,73
535,11,1109,19,74,74
537,13,1087,21,75,75
537,11,1109,17,76,76
537,11,1083,19,77,77
534,10,1061,29,78,78
533,11,1051,24,79,79
531,16,1035,23,80,80
531,17,1031,20,81,81
533,8,999,28,82,82
531,11,991,22,83,83
531,13,973,31,84,84
529,13,937,26,85,85
531,12,895,16,86,86
524,12,884,28,87,87
523,11,825,36,88,88
525,16,795,31,89,89
525,25,789,37,90,90
529,18,759,36,91,91
525,19,731,41,92,92
525,18,715,28,93,93
523,17,683,13,94,94
525,19,658,6,95,95
524,19,635,5,95,96
523,22,606,5,95,97
525,23,589,6,95,98
524,20,565,7,95,99
523,11,557,0,95,100
524,27,491,29,95,101
523,23,459,41,95,102
525,27,423,41,95,103
525,18,404,39,95,104
531,29,379,39,94,105
531,35,357,51,93,106
531,33,311,31,92,107
527,37,301,27,91,108
531,39,275,25,90,109
531,37,275,26,89,110
533,43,235,22,88,111
530,41,231,23,87,112
532,51,200,22,86,113
533,55,175,25,85,114
533,56,165,17,84,115
531,60,151,14,83,116
534,72,153,17,82,117
531,75,111,23,81,118
534,79,105,13,80,119
531,91,89,8,79,120
531,83,85,10,78,121
534,95,82,18,77,122
533,105,71,6,76,123
537,115,57,7,75,124
531,143,61,3,74,125
529,167,55,3,73,126
531,237,51,2,72,127
529,349,43,18,71,128
529,571,38,2,70,128
532,791,47,0,69,127
529,952,29,3,68,126
529,1076,28,8,67,125
532,1160,29,11,66,124
530,1133,29,23,65,123
531,1082,30,26,64,122
527,1047,31,16,63,121
531,983,37,43,62,120
535,909,39,67,61,119
536,821,44,100,60,118
535,734,52,135,59,117
539,685,47,159,58,116
541,636,51,199,57,115
543,567,42,251,56,114
543,518,53,297,55,113
543,524,47,295,54,112
543,535,47,266,53,111
543,539,43,253,52,110
541,533,33,253,51,109
541,508,39,279,50,108
543,500,31,275,49,107
547,499,31,279,48,106
547,471,43,354,47,105
551,429,41,439,46,104
553,415,39,489,45,103
554,396,41,509,44,102
555,359,47,569,43,101
563,313,60,611,42,100
558,304,61,613,41,99
557,299,63,615,40,98
557,280,71,655,39,97
559,273,68,659,38,96
559,255,60,675,38,95
563,253,53,667,38,94
559,245,46,727,38,93
559,254,35,743,38,92
559,261,36,729,38,91
564,267,36,727,38,90
561,274,27,741,38,89
559,285,28,748,38,88
559,284,23,789,38,87
566,282,33,788,38,86
565,269,53,775,38,85
565,261,51,791,38,84
563,251,73,807,38,83
560,247,79,755,38,82
563,244,95,688,38,81
563,239,103,681,38,80
559,232,100,667,38,79
559,232,101,637,38,78
557,229,115,595,38,77
559,227,125,571,38,76
557,228,121,573,38,75
558,219,119,579,38,74
556,217,135,556,38,74
557,205,139,549,38,74
557,203,135,551,38,74
557,212,138,573,38,74
557,205,139,565,38,74
559,203,146,575,38,74
559,211,140,584,38,74
558,207,139,571,38,74
559,213,143,565,38,74
558,212,144,573,38,74
558,215,137,593,38,73
559,211,138,594,38,72
557,203,143,596,38,72
557,212,141,595,38,71
557,211,143,597,38,70
555,207,135,600,38,69
557,212,137,603,38,68
555,206,125,607,38,67
557,211,123,597,38,66
554,211,117,595,38,65
556,211,116,575,38,64
555,211,117,556,38,64
559,211,118,557,38,64
559,213,120,553,38,64
559,217,117,557,37,64
559,219,114,563,36,63
555,223,104,564,35,62
557,219,92,567,34,61
553,217,88,557,33,60
557,212,87,557,32,59
553,207,86,553,31,58
557,203,87,541,30,58
555,202,88,521,29,58
553,190,101,509,28,58
555,189,107,487,27,58
556,189,121,477,26,58
556,185,135,461,25,58
557,185,147,467,24,58
553,182,165,459,23,58
557,175,173,455,22,58
554,173,183,453,22,59
555,172,188,447,22,60
553,181,184,474,22,60
552,185,151,517,22,60
553,191,141,563,22,60
555,203,135,585,22,60
555,209,112,607,22,59
556,217,101,629,22,58
555,228,95,629,22,57
557,230,95,615,22,56
557,231,93,603,22,55
559,238,101,589,21,54
557,245,101,579,20,53
557,243,101,583,19,52
556,237,117,583,19,51
557,239,101,575,18,50
555,239,101,557,17,50
556,239,101,549,16,50
554,237,105,530,15,50
557,238,105,524,14,50
553,233,107,509,13,50
555,231,104,521,12,50
551,233,105,508,11,50
553,231,116,501,10,50
553,227,107,507,9,50
552,217,111,519,8,50
551,221,111,533,7,50
553,235,109,539,6,50
551,219,114,540,5,50
553,231,117,537,4,50
551,215,110,533,3,50
553,215,123,538,2,50
553,207,116,539,1,50
555,207,119,538,0,50
551,200,133,523,0,50
553,199,133,523,0,50
553,187,135,525,0,50
553,185,135,507,0,50
553,185,134,519,0,50
553,183,137,521,0,50
555,181,143,509,0,50
554,183,149,507,0,50
553,186,159,483,0,50
553,170,167,462,0,50
553,175,171,459,0,50
551,185,175,463,0,50
552,175,185,448,0,51
551,173,199,439,0,52
551,171,205,433,0,53
551,181,219,419,0,54
549,167,245,407,0,55
549,159,265,399,0,56
549,153,279,389,0,57
550,152,296,374,0,58
543,145,301,373,0,59
543,127,315,375,0,60
541,141,311,363,0,61
543,121,315,375,0,62
543,135,315,357,0,63
543,123,325,359,0,64
541,120,319,362,0,65
544,121,320,364,0,66
541,115,313,358,0,67
542,120,311,360,0,68
541,111,315,363,0,69
546,111,315,339,0,70
543,111,331,347,0,71
545,104,334,347,0,72
543,107,340,327,0,73
541,108,345,333,0,74
540,107,349,319,0,75
540,107,357,326,0,76
541,107,364,313,0,77
540,115,372,309,0,78
539,109,377,295,0,79
539,107,391,282,0,80
537,103,403,269,0,81
541,86,399,253,0,82
537,101,419,239,0,83
539,105,437,231,0,84
534,99,415,233,0,85
535,99,408,235,0,86
534,95,399,246,0,87
535,95,373,265,0,88
535,93,366,270,0,89
536,83,360,265,0,90
535,93,355,275,0,91
537,89,351,281,0,92
536,99,351,277,0,93
537,91,343,277,0,94
535,89,349,277,0,95
536,93,347,285,0,96
537,98,347,279,0,97
535,92,349,283,0,98
536,91,347,275,0,99
537,101,347,276,0,100
533,88,335,294,0,101
537,91,319,300,0,102
536,91,327,298,0,103
538,79,305,292,0,104
535,85,323,296,0,105
535,83,306,311,0,106
535,79,312,301,0,107
537,83,343,291,0,108
534,85,332,271,0,109
534,81,328,275,0,110
533,79,335,279,0,111
533,85,327,283,0,112
535,85,317,291,0,113
535,87,328,283,0,114
535,83,343,255,0,115
534,87,354,236,0,116
531,79,349,235,0,117
533,82,373,217,0,118
533,79,377,205,0,119
531,81,377,209,0,120
531,79,397,203,0,121
535,77,429,176,0,122
533,75,466,157,0,123
533,73,493,143,0,124
531,72,534,125,0,125
533,69,557,106,0,126
530,69,589,87,0,127
533,57,619,85,1,128
529,72,648,73,2,129
530,75,662,72,3,130
529,73,694,57,4,131
531,73,717,61,5,132
527,72,729,57,6,133
529,63,761,45,7,134
526,77,782,47,8,135
526,59,819,42,9,136
525,59,838,43,10,137
526,54,841,37,11,138
523,52,853,35,12,139
525,51,879,25,13,140
521,43,889,26,14,141
522,45,888,24,15,142
518,39,876,21,16,143
522,44,868,23,17,144
521,47,851,17,18,145
519,46,827,18,19,146
517,43,807,19,20,147
509,43,758,17,21,148
518,43,713,14,22,149
517,43,669,18,23,150
509,45,606,12,23,150
519,45,560,5,23,150
517,47,521,10,23,150
518,57,485,9,23,150
511,55,453,13,23,150
519,61,423,10,22,150
510,61,395,10,21,150
517,61,362,0,20,150
515,57,344,11,19,150
518,69,330,0,18,150
509,59,302,8,17,150
517,69,271,5,16,150
517,69,251,12,15,150
519,71,231,5,14,150
509,75,220,11,13,150
519,71,213,11,12,150
517,74,197,10,11,150
509,75,183,12,10,150
517,79,171,11,9,150
518,79,162,9,8,150
517,83,154,12,7,150
521,82,147,13,6,150
519,83,139,10,5,150
521,85,135,9,4,150
519,83,123,10,3,150
519,83,119,13,2,150
520,81,111,11,1,150
521,85,108,11,0,150
520,88,111,7,0,150
519,87,104,10,0,150
520,87,103,8,0,150
523,93,95,8,0,150
525,87,102,12,0,150
525,92,101,11,0,150
523,89,107,12,0,150
525,93,103,10,0,150
523,94,102,9,0,150
524,99,108,8,0,150
523,103,111,16,0,150
525,109,119,12,0,150
525,109,137,13,0,150
525,119,132,12,0,150
525,123,134,17,0,150
525,125,133,19,0,150
527,145,135,23,0,150
531,159,135,17,0,150
530,173,133,21,0,150
529,187,135,19,0,150
532,201,139,25,0,150
531,215,149,27,0,150
533,235,153,30,0,150
533,269,169,43,0,150
533,301,183,62,0,150
535,316,191,99,0,150
535,327,200,151,0,150
537,325,197,234,0,150
541,311,176,344,0,150
544,302,173,467,0,150
551,292,167,585,0,149
553,273,154,683,0,148
556,251,143,749,0,147
557,235,143,781,1,146
563,226,148,813,2,145
563,218,139,831,3,144
564,201,141,838,4,143
565,191,143,855,5,142
567,179,137,889,6,141
568,175,133,909,7,140
569,165,133,909,8,139
573,160,121,935,9,138
573,159,120,937,10,137
573,155,119,936,11,136
579,157,119,941,12,135
580,159,111,953,13,134
584,157,119,952,14,133
581,141,111,956,15,132
583,160,116,959,16,131
584,164,116,957,17,130
585,162,115,955,18,129
587,184,118,933,19,128
585,174,117,945,20,127
584,173,115,925,21,126
585,171,112,922,22,125
587,169,109,923,23,124
589,171,107,939,24,123
591,166,109,941,25,122
594,159,107,959,26,121
595,160,101,990,27,120
597,169,99,987,28,119
597,167,95,987,29,118
599,171,85,981,30,117
598,175,91,979,31,116
601,179,98,967,32,115
601,176,91,959,33,114
604,182,93,965,34,113
603,181,89,977,35,112
611,183,90,999,36,111
611,183,87,983,37,110
615,187,82,987,38,109
617,187,77,991,39,108
620,205,79,986,40,107
619,201,91,969,41,106
620,207,88,968,42,105
619,204,99,955,43,104
621,216,106,948,44,103
627,212,107,935,45,102
627,215,108,923,46,101
627,215,111,917,47,100
628,218,107,903,48,99
623,218,118,887,49,98
631,219,123,885,50,97
629,228,115,869,51,96
632,237,119,853,52,95
629,239,121,839,52,94
632,246,121,839,52,93
633,249,121,829,52,92
634,261,121,815,52,91
635,255,120,813,52,90
636,267,135,827,52,89
639,266,112,839,52,88
639,271,111,842,52,87
647,281,119,831,52,86
647,296,107,814,52,85
645,307,103,793,52,84
649,328,107,751,51,83
647,341,111,699,50,82
650,359,110,677,49,81
647,361,107,661,48,80
647,383,95,619,47,79
648,402,93,599,46,78
649,393,97,604,45,77
650,383,107,587,44,76
650,393,105,575,43,75
650,409,90,542,42,74
651,439,87,499,41,73
653,437,81,483,40,72
653,428,85,483,39,71
655,425,87,470,38,70
655,453,87,427,37,69
653,474,79,375,36,68
655,474,73,357,35,67
655,463,74,357,34,67
655,471,69,335,33,67
655,485,69,311,32,67
659,487,63,294,31,67
655,483,67,309,30,67
660,485,70,299,29,67
659,501,54,277,28,67
661,509,55,269,27,67
662,503,47,263,26,67
663,519,43,233,25,67
665,531,43,215,24,67
667,533,41,199,23,67
665,541,39,181,22,67
667,549,35,163,21,67
667,559,18,155,20,67
669,574,1,142,19,67
667,591,5,138,18,67
671,601,6,119,17,67
670,602,6,109,16,67
675,613,5,131,15,67
675,619,6,107,14,67
677,613,4,100,13,67
677,614,4,101,12,67
679,606,0,101,11,67
682,617,3,95,10,67
683,617,0,91,9,67
684,613,1,93,8,67
691,617,16,91,7,67
692,621,6,105,6,67
688,637,7,88,5,67
693,638,5,89,4,67
693,650,0,87,3,67
693,659,3,93,2,67
697,665,2,95,1,67
696,670,0,100,0,67
701,667,2,93,0,67
701,678,0,109,0,67
703,699,0,87,0,67
700,732,0,74,0,66
709,759,0,74,0,65
703,799,1,61,0,64
709,826,0,57,0,63
710,860,0,47,0,62
712,884,0,63,0,61
710,923,0,47,0,60
715,927,0,51,0,59
711,957,0,53,0,58
718,974,0,57,0,57
719,989,0,51,0,56
719,1022,0,57,0,55
719,1052,0,51,0,54
725,1075,0,47,0,53
725,1093,1,47,0,52
727,1107,0,47,0,51
727,1096,2,45,0,50
729,1071,0,41,0,50
731,1033,2,45,0,50
733,1005,14,27,0,50
733,983,0,43,0,50
733,949,5,37,0,50
733,919,9,43,0,50
741,877,10,43,0,50
738,829,11,39,0,50
743,765,19,38,0,50
743,710,9,39,0,50
751,637,11,37,0,50
751,554,8,30,0,51
756,475,5,29,0,52
757,413,11,25,0,53
761,361,9,28,0,54
765,309,26,27,0,55
767,265,20,26,0,56
767,235,12,22,0,57
773,211,18,25,0,58
767,183,13,23,0,59
775,159,12,23,0,60
773,143,16,19,0,61
777,127,17,22,0,62
777,115,19,21,0,63
782,103,18,20,0,64
781,91,18,22,0,65
781,89,8,19,0,66
783,73,17,19,0,67
787,61,33,23,0,68
783,61,18,22,0,69
787,57,5,18,0,70
785,57,18,18,0,71
787,51,18,22,0,72
787,47,14,19,0,73
788,45,27,13,0,74
782,45,17,19,0,75
787,45,13,17,0,76
783,31,20,17,0,77
785,41,18,7,0,78
786,51,21,17,0,79
783,53,23,19,0,80
783,71,26,17,0,81
785,57,30,14,0,82
785,55,31,19,0,83
783,59,43,19,0,84
781,55,47,18,0,85
785,56,57,12,0,86
788,55,85,12,0,87
791,43,120,17,0,88
789,53,147,14,0,89
793,53,197,13,0,90
792,43,250,25,0,91
793,43,310,21,0,92
795,47,376,24,0,93
799,41,438,28,0,94
797,37,536,17,0,95
803,40,623,24,0,96
799,33,700,21,0,97
807,30,787,21,0,98
805,28,879,21,0,99
807,27,955,11,1,100
807,27,1015,13,2,101
807,22,1072,18,3,102
807,24,1112,16,4,103
809,24,1173,9,5,104
807,25,1197,12,6,105
809,18,1162,13,7,106
807,24,1127,11,8,107
810,24,1096,9,9,108
809,19,1123,8,10,109
811,12,1162,18,11,110
805,18,1096,22,12,111
799,18,873,11,12,112
796,18,650,5,11,113
805,23,535,13,10,114
806,21,444,16,9,115
808,23,347,11,8,116
811,12,283,21,7,117
814,19,237,44,6,118
813,13,212,68,5,119
824,13,174,107,4,120
825,18,143,185,3,121
829,17,123,301,2,122
839,24,101,486,1,123
851,23,91,699,1,124
851,27,99,859,1,124
855,29,79,1054,2,123
861,37,77,1269,3,122
869,40,69,1415,4,121
870,57,61,1528,5,120
875,71,61,1527,6,119
873,86,57,1571,7,118
876,103,47,1587,8,117
876,116,43,1607,9,116
879,125,37,1637,10,115
877,135,40,1621,11,114
879,135,23,1590,12,113
877,149,35,1559,13,112
879,155,29,1543,14,111
875,155,29,1497,15,110
877,157,29,1491,16,109
875,159,30,1407,17,108
875,165,29,1379,18,107
872,174,28,1340,19,106
873,208,31,1273,20,105
869,206,37,1223,21,104
872,218,23,1181,22,103
871,221,45,1139,22,102
871,231,45,1076,22,101
868,234,47,1046,22,100
872,227,40,1053,22,99
869,230,51,1067,22,98
875,237,45,1087,22,97
871,226,52,1093,22,96
875,233,51,1082,22,95
871,233,47,1101,22,94
875,227,40,1124,22,93
876,228,45,1140,22,92
879,235,43,1161,22,91
877,221,39,1163,23,90
878,222,41,1165,24,89
877,215,41,1165,25,88
878,214,39,1159,26,87
877,212,37,1065,26,86
877,190,28,1021,26,85
876,183,24,989,26,84
879,172,36,989,26,83
876,171,24,967,26,82
877,173,24,903,25,81
873,199,24,803,24,80
873,233,19,723,23,80
871,285,24,631,22,80
870,345,29,498,21,80
867,365,22,443,20,80
869,380,19,435,19,80
867,409,20,383,18,80
869,455,21,303,17,81
863,460,14,254,16,82
863,455,17,234,15,83
861,469,14,189,14,84
863,495,13,149,13,85
862,503,9,111,12,86
867,509,9,112,11,87
862,553,6,77,10,88
869,543,16,56,9,89
866,581,6,47,8,90
868,682,1,36,7,91
867,767,0,23,6,91
869,825,0,12,5,91
871,920,4,13,4,91
873,1039,16,11,3,90
871,1123,0,11,2,89
873,1193,0,13,1,88
871,1259,0,12,0,87
875,1301,3,17,0,86
872,1335,0,9,0,85
875,1369,3,11,0,84
875,1383,11,10,0,83
877,1331,0,14,0,82
875,1301,0,23,0,81
877,1237,4,12,0,80
875,1171,1,19,0,79
879,1065,3,22,0,78
877,967,2,19,0,77
877,927,9,26,0,77
879,891,6,21,0,77
885,855,9,30,0,77
884,821,3,31,0,77
885,787,26,40,0,77
879,749,11,47,0,77
883,694,12,61,0,78
885,640,18,87,0,79
888,597,21,117,0,80
887,549,22,169,0,81
891,501,29,221,0,82
893,454,35,307,0,83
895,421,43,407,0,84
903,368,45,491,0,84
905,343,51,555,0,84
904,312,59,597,0,84
909,292,61,621,0,84
907,279,69,653,0,84
909,267,73,669,0,84
907,253,71,682,0,84
911,244,73,699,0,84
909,237,75,713,0,84
913,223,85,724,0,84
911,212,87,735,0,84
915,205,88,743,0,84
911,199,101,741,0,84
915,190,109,729,0,85
909,184,119,727,0,86
915,175,139,741,0,87
915,166,140,763,0,88
915,155,157,779,0,89
916,148,167,781,0,90
919,141,179,782,0,91
915,133,189,780,0,92
917,133,201,777,0,93
915,125,201,775,0,94
917,127,201,760,0,95
915,117,217,751,0,96
919,112,222,741,0,97
914,106,228,731,0,98
915,107,244,701,0,99
916,103,255,693,0,100
917,95,267,684,0,101
915,95,277,663,0,102
915,93,293,631,0,103
915,100,301,612,0,104
915,99,313,597,0,105
917,100,314,593,0,106
915,95,311,594,0,107
915,99,339,559,0,108
914,97,353,537,0,109
915,104,359,523,0,110
916,103,360,521,0,111
914,101,359,519,0,112
915,95,351,525,0,113
911,91,347,524,0,114
915,77,362,495,0,115
909,81,355,493,0,116
915,78,333,538,0,117
910,73,335,517,0,118
914,76,341,501,0,119
908,61,319,508,0,120
915,67,313,523,0,121
911,63,318,508,0,122
916,58,328,504,0,123
908,60,325,504,0,124
915,63,329,491,0,125
909,61,339,479,0,126
911,63,355,475,0,127
909,61,351,441,0,128
911,59,361,415,0,129
908,68,364,406,0,130
909,73,372,395,0,131
907,71,372,395,0,132
909,74,362,403,0,133
907,75,363,403,0,134
907,75,361,409,0,135
905,75,367,403,0,136
909,67,371,381,0,137
907,59,367,367,0,138
907,56,373,343,0,139
904,53,379,314,0,140
904,46,393,295,0,141
903,47,409,276,0,142
905,47,419,264,0,143
903,45,414,253,0,144
903,47,415,251,0,145
901,52,397,233,0,146
903,47,425,215,0,147
901,47,431,188,0,148
900,51,435,159,0,149
895,53,421,127,0,150
901,51,443,110,0,150
892,47,447,103,0,150
895,51,443,91,0,150
891,47,441,89,0,150
891,57,431,84,0,150
891,71,423,76,0,150
891,73,393,61,0,150
891,87,365,59,0,150
891,91,330,43,0,150
889,94,286,37,0,150
892,99,250,27,0,150
893,95,213,22,0,150
893,91,179,16,0,150
891,87,153,18,0,150
891,85,137,10,0,150
891,82,119,17,0,150
891,83,104,11,0,150
889,63,91,7,0,150
889,55,79,9,0,150
888,58,72,5,0,150
891,47,63,6,0,150
887,45,59,3,0,150
891,47,57,5,0,150
889,43,53,3,0,150
891,43,48,2,0,150
887,35,45,2,0,150
890,31,42,3,0,150
887,29,45,0,0,150
889,31,39,6,0,150
887,29,39,5,0,150
888,35,37,2,0,150
887,31,33,1,0,150
888,31,30,0,0,150
883,36,27,1,0,150
887,37,29,1,0,150
886,38,25,2,0,150
884,34,25,0,0,150
879,33,18,0,0,150
883,37,17,0,0,150
879,35,19,1,0,150
883,31,17,0,0,150
879,29,18,0,0,150
883,30,12,1,0,150
876,29,13,0,0,150
879,27,13,0,0,150
875,26,11,0,0,150
877,20,9,0,0,150
877,21,11,1,0,150
877,20,11,0,0,150
875,19,11,0,0,150
875,18,11,1,0,150
873,20,9,9,0,150
873,24,8,0,0,150
868,31,12,0,0,150
869,45,11,0,0,150
863,61,12,1,0,150
863,88,14,1,0,150
859,115,9,1,0,150
859,171,0,1,0,150
856,244,11,3,0,150
859,357,13,0,0,150
855,525,8,4,0,150
855,730,5,6,0,150
853,940,7,9,0,150
856,1107,3,9,0,149
853,1213,2,9,0,148
855,1294,7,8,0,147
851,1335,1,10,0,146
853,1379,0,9,0,145
853,1389,0,19,0,144
855,1401,23,16,0,143
852,1405,0,11,0,142
853,1403,0,8,0,141
853,1403,0,9,0,140
852,1391,0,9,0,139
847,1401,0,11,0,138
851,1399,0,12,0,137
847,1415,1,9,0,136
851,1395,7,9,0,135
843,1371,1,9,0,134
846,1343,0,9,0,133
843,1321,2,13,0,132
845,1299,0,11,0,131
843,1285,0,11,0,130
843,1255,0,10,0,129
841,1241,1,17,0,128
843,1239,0,12,0,127
842,1229,0,12,0,126
840,1239,0,11,0,125
838,1235,2,17,0,124
839,1229,0,17,0,123
838,1215,0,17,0,122
839,1227,0,20,0,121
837,1219,0,13,0,120
839,1209,0,19,0,119
829,1199,0,13,0,118
841,1203,0,19,0,117
831,1199,0,13,0,116
831,1206,0,16,0,115
831,1203,0,10,0,114
831,1192,1,13,0,113
827,1173,0,16,0,112
829,1135,2,19,0,111
828,1095,0,10,0,110
829,1045,3,20,0,109
827,985,5,19,0,108
831,927,2,16,0,107
827,860,0,19,0,107
831,809,2,13,0,107
825,799,2,17,0,107
828,753,3,17,0,107
825,725,3,9,0,107
827,703,1,11,0,108
824,685,0,12,0,109
825,667,4,8,0,110
824,653,2,12,0,111
827,664,0,7,0,112
823,631,3,12,0,113
824,618,3,2,0,114
822,587,10,9,0,115
823,541,7,4,0,116
823,495,7,9,0,117
824,469,6,6,0,118
822,435,9,7,0,119
825,395,7,7,0,120
821,357,4,8,0,121
824,327,5,4,0,122
820,292,9,7,0,123
823,261,9,0,0,124
821,233,9,7,0,125
823,211,11,6,0,126
815,200,12,7,0,127
819,201,22,4,0,128
815,200,35,11,0,129
813,189,69,14,0,130
812,171,125,31,0,131
821,139,221,39,0,132
819,111,339,60,0,133
824,99,457,99,0,134
821,77,537,143,0,135
819,73,587,183,0,136
811,71,590,239,0,137
813,72,569,281,0,138
811,55,551,311,0,139
813,73,541,325,0,140
810,62,533,333,0,141
812,63,519,347,0,142
809,73,499,364,0,143
811,61,473,390,0,144
807,65,441,412,0,145
811,57,425,432,0,146
809,51,405,463,0,147
811,47,363,507,0,148
809,40,339,543,0,149
811,37,326,553,0,150
809,35,297,605,0,150
812,29,275,637,0,150
811,27,239,678,0,150
813,27,235,694,0,150
812,16,229,699,0,150
813,14,225,691,0,150
809,9,227,679,0,150
811,7,227,677,0,150
807,4,223,669,0,150
808,3,219,659,0,150
806,1,215,647,0,150
807,4,215,637,0,150
804,6,207,628,0,150
807,2,203,613,0,150
799,6,191,609,0,150
791,3,189,601,0,150
793,3,187,587,0,150
794,2,182,585,0,150
791,2,171,583,0,150
793,1,167,587,0,150
789,3,155,596,0,150
791,3,137,603,0,150
789,3,121,615,0,150
791,5,109,621,0,150
787,2,101,636,0,150
790,5,89,665,0,150
789,0,79,695,0,150
789,1,73,719,0,150
783,4,73,729,0,150
789,0,73,731,0,150
782,2,69,719,0,150
785,3,77,704,0,150
780,1,83,686,0,150
783,0,91,679,0,150
777,0,95,663,0,150
779,0,101,639,0,150
775,4,103,623,0,150
779,3,112,607,0,150
773,1,123,587,0,150
775,0,133,559,0,150
767,5,147,533,0,150
767,0,154,507,0,150
765,1,170,495,0,150
763,5,183,493,0,150
760,1,190,488,0,150
761,4,203,491,0,150
759,2,220,479,0,150
761,1,227,459,0,150
755,5,239,439,0,150
757,2,261,409,0,150
751,4,276,391,0,150
757,7,293,359,0,150
751,2,314,331,0,150
749,7,334,299,0,150
745,2,359,275,0,150
744,6,383,247,0,150
741,3,398,249,0,150
742,5,415,219,0,150
739,2,419,206,0,150
739,1,423,216,0,150
735,1,420,218,0,150
740,17,415,218,0,150
735,4,409,226,0,150
734,6,405,232,0,150
735,0,407,247,0,150
739,11,408,251,0,150
733,0,413,253,0,150
733,4,414,277,0,150
731,3,399,307,0,150
732,8,383,331,0,150
727,2,375,351,0,150
729,3,373,371,0,150
729,3,351,377,0,150
728,4,339,373,0,150
727,4,326,372,0,150
728,3,309,381,0,150
727,6,297,395,0,150
729,5,288,423,0,150
725,3,285,447,0,150
728,0,288,475,0,150
727,6,277,501,0,150
727,4,279,519,0,150
725,0,285,520,0,150
727,5,287,523,0,150
724,3,295,523,0,150
725,3,299,501,0,150
719,0,308,487,0,150
718,5,311,465,0,150
715,7,318,441,0,150
715,3,325,436,0,150
712,1,323,441,0,150
713,0,312,455,0,150
711,5,309,493,0,150
713,10,298,551,1,150
711,10,281,600,2,150
712,13,262,651,3,150
713,17,239,685,4,150
713,30,229,701,5,150
711,44,221,723,6,150
713,78,215,725,7,150
711,105,211,733,8,150
712,121,205,776,9,150
703,117,197,831,10,150
703,105,187,901,11,149
703,93,171,957,12,148
702,72,152,987,13,147
697,69,143,988,14,146
698,79,141,970,15,145
697,77,137,951,16,144
699,87,146,910,17,143
695,87,159,846,18,143
697,85,179,775,19,143
687,78,191,711,20,143
685,75,204,652,20,144
681,75,203,618,20,145
681,63,201,587,20,146
677,72,207,567,20,147
678,63,207,549,20,148
675,63,203,543,20,149
675,57,210,523,20,150
668,55,206,495,20,150
669,51,207,472,20,150
665,46,213,437,20,150
665,43,219,404,20,150
661,40,233,375,20,150
665,41,247,329,19,150
659,41,265,297,18,150
660,37,279,261,17,150
651,31,297,227,16,150
653,37,317,211,15,150
648,33,350,203,14,150
651,37,367,187,13,150
645,35,381,179,12,150
649,37,404,180,11,150
639,37,411,164,10,150
646,40,425,155,9,150
635,42,425,149,8,150
636,35,452,143,8,150
633,36,467,134,8,150
635,37,475,124,8,150
629,31,475,121,8,150
631,33,485,117,8,150
626,29,486,103,8,150
628,26,493,115,8,150
622,27,479,107,8,150
627,27,478,111,8,150
620,29,475,111,8,150
623,30,483,109,8,150
617,29,489,99,8,150
619,29,483,103,8,150
615,21,475,105,8,150
618,24,475,107,8,150
613,24,471,115,8,150
617,24,477,116,8,150
613,27,486,107,8,150
615,25,491,105,8,150
613,27,505,100,8,150
612,29,532,94,8,150
611,24,552,85,8,150
611,23,583,73,8,150
606,21,621,61,8,150
607,22,660,53,8,150
605,19,696,45,9,150
607,17,745,29,10,150
603,11,795,26,11,150
605,10,867,19,12,150
604,7,957,3,13,150
607,6,1069,6,14,150
602,5,1203,0,15,150
604,4,1320,0,16,150
603,4,1439,0,17,150
605,4,1563,0,18,150
599,3,1655,2,19,150
601,2,1748,0,20,150
